2025-03-22 17:01:21,763 INFO    MainThread:463235 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_setup.py:_flush():67] Configure stats pid to 463235
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_setup.py:_flush():67] Loading settings from /home/inside-tech/.config/wandb/settings
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_setup.py:_flush():67] Loading settings from /home/inside-tech/Desktop/image_segmentation/wandb/settings
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170121-w6xainca/logs/debug.log
2025-03-22 17:01:21,764 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170121-w6xainca/logs/debug-internal.log
2025-03-22 17:01:21,765 INFO    MainThread:463235 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7c33f8846810>
2025-03-22 17:01:21,765 INFO    MainThread:463235 [wandb_init.py:init():761] calling init triggers
2025-03-22 17:01:21,765 INFO    MainThread:463235 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-22 17:01:21,765 INFO    MainThread:463235 [wandb_init.py:init():784] starting backend
2025-03-22 17:01:21,765 INFO    MainThread:463235 [wandb_init.py:init():788] sending inform_init request
2025-03-22 17:01:21,768 INFO    MainThread:463235 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-22 17:01:21,768 INFO    MainThread:463235 [wandb_init.py:init():798] backend started and connected
2025-03-22 17:01:21,769 INFO    MainThread:463235 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-22 17:01:21,769 INFO    MainThread:463235 [wandb_init.py:init():891] updated telemetry
2025-03-22 17:01:21,772 INFO    MainThread:463235 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-22 17:01:22,140 INFO    MainThread:463235 [wandb_init.py:init():990] starting run threads in backend
2025-03-22 17:01:22,209 INFO    MainThread:463235 [wandb_run.py:_console_start():2375] atexit reg
2025-03-22 17:01:22,209 INFO    MainThread:463235 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-22 17:01:22,209 INFO    MainThread:463235 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-22 17:01:22,209 INFO    MainThread:463235 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-22 17:01:22,210 INFO    MainThread:463235 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-22 17:01:22,281 INFO    MainThread:463235 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 17:01:22,281 INFO    MainThread:463235 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 17:01:54,373 INFO    MainThread:463235 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 17:01:54,373 INFO    MainThread:463235 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 17:01:54,373 INFO    MainThread:463235 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 17:01:54,384 INFO    MainThread:463235 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 17:01:54,385 INFO    MainThread:463235 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 17:01:54,385 INFO    MainThread:463235 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 17:01:54,389 INFO    MainThread:463235 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 17:01:54,389 INFO    MainThread:463235 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 17:01:54,389 INFO    MainThread:463235 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 17:01:54,392 INFO    MainThread:463235 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 17:01:54,394 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170154-u1hz677d/logs/debug.log
2025-03-22 17:01:54,394 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170154-u1hz677d/logs/debug-internal.log
2025-03-22 17:01:54,394 INFO    MainThread:463235 [wandb_init.py:init():761] calling init triggers
2025-03-22 17:01:54,394 INFO    MainThread:463235 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-22 17:01:54,394 INFO    MainThread:463235 [wandb_init.py:init():776] wandb.init() called while a run is active
2025-03-22 17:01:54,406 INFO    MainThread:463235 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-22 17:01:54,406 INFO    MainThread:463235 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-22 17:02:07,435 INFO    MainThread:463235 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-22 17:02:07,439 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170207-opsnud8r/logs/debug.log
2025-03-22 17:02:07,440 INFO    MainThread:463235 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/inside-tech/Desktop/image_segmentation/wandb/run-20250322_170207-opsnud8r/logs/debug-internal.log
2025-03-22 17:02:07,440 INFO    MainThread:463235 [wandb_init.py:init():761] calling init triggers
2025-03-22 17:02:07,440 INFO    MainThread:463235 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-22 17:02:07,440 INFO    MainThread:463235 [wandb_init.py:init():776] wandb.init() called while a run is active
